sample_id,class_id,class_name,image_size,center_x,center_y,radius_or_half_side,noise_std,foreground_brightness,pixel_mean,split
890,1,square,32,22,21,9,0.0504,0.8948,0.2224,train
891,1,square,32,12,20,7,0.0374,0.8206,0.1234,train
892,1,square,32,16,10,12,0.0524,0.8733,0.3858,train
893,1,square,32,14,12,8,0.0557,0.817,0.1604,train
894,1,square,32,21,12,6,0.0434,0.8293,0.0916,train
895,1,square,32,15,19,6,0.0461,0.7869,0.0869,train
896,1,square,32,14,17,14,0.0521,0.9524,0.5727,train
897,1,square,32,22,21,11,0.0361,0.8359,0.3103,train
898,1,square,32,22,18,8,0.0252,0.8749,0.1718,train
899,1,square,32,18,16,7,0.046,0.8498,0.1278,train
900,1,square,32,15,15,10,0.0379,0.9092,0.2789,val
901,1,square,32,22,19,14,0.0668,0.8024,0.4825,val
902,1,square,32,20,10,7,0.0373,0.9305,0.1399,val
903,1,square,32,17,13,9,0.052,0.9105,0.2263,val
904,1,square,32,22,11,12,0.0646,0.827,0.3654,val
905,1,square,32,21,14,6,0.0461,0.8116,0.0896,val
906,1,square,32,22,18,13,0.0658,0.84,0.4355,val
907,1,square,32,14,20,9,0.0402,0.8668,0.2154,val
908,1,square,32,22,18,14,0.0482,0.773,0.4648,val
909,1,square,32,11,13,9,0.0537,0.7518,0.1868,val
910,1,square,32,18,21,12,0.0569,0.7749,0.3423,val
911,1,square,32,11,21,8,0.0421,0.9052,0.1777,val
912,1,square,32,11,10,8,0.0657,0.7591,0.149,val
913,1,square,32,18,11,9,0.0524,0.9406,0.2337,val
914,1,square,32,16,16,11,0.0587,0.8583,0.3186,val
915,1,square,32,20,11,14,0.0446,0.7541,0.4535,val
916,1,square,32,21,19,6,0.066,0.7652,0.0845,val
917,1,square,32,11,15,14,0.0506,0.9182,0.5521,val
918,1,square,32,11,14,13,0.0638,0.8223,0.4264,val
919,1,square,32,20,10,13,0.0609,0.8415,0.4363,val
920,1,square,32,22,22,14,0.0539,0.9292,0.5587,val
921,1,square,32,20,12,10,0.0559,0.8208,0.2518,val
922,1,square,32,21,20,11,0.0402,0.9408,0.3492,val
923,1,square,32,10,18,14,0.0301,0.9798,0.5892,val
924,1,square,32,16,18,14,0.0518,0.8875,0.5337,val
925,1,square,32,14,13,11,0.0523,0.9773,0.3628,val
926,1,square,32,12,12,8,0.0552,0.9544,0.1874,val
927,1,square,32,14,13,7,0.0711,0.803,0.1207,val
928,1,square,32,22,18,13,0.0575,0.9545,0.4949,val
929,1,square,32,11,14,7,0.0663,0.9047,0.136,val
930,1,square,32,15,15,8,0.05,0.8893,0.1746,val
931,1,square,32,13,11,10,0.0566,0.9111,0.2795,val
932,1,square,32,17,15,10,0.0343,0.8263,0.2535,val
933,1,square,32,12,19,11,0.0354,0.9164,0.3402,val
934,1,square,32,15,13,9,0.059,0.7905,0.1964,val
935,1,square,32,20,16,10,0.0264,0.9209,0.2825,val
936,1,square,32,17,17,13,0.0529,0.9259,0.4801,val
937,1,square,32,14,17,14,0.0455,0.8361,0.5028,val
938,1,square,32,14,12,14,0.0612,0.7697,0.4628,val
939,1,square,32,21,20,7,0.0591,0.7971,0.1198,val
940,1,square,32,20,10,12,0.047,0.9539,0.4214,val
941,1,square,32,13,10,14,0.0291,0.9346,0.562,val
942,1,square,32,20,22,8,0.0486,0.8795,0.1727,val
943,1,square,32,13,22,10,0.0711,0.8378,0.257,val
944,1,square,32,15,18,6,0.0579,0.7717,0.0852,val
945,1,square,32,22,19,8,0.0588,0.909,0.1785,val
946,1,square,32,19,19,8,0.0502,0.7882,0.1548,val
947,1,square,32,17,15,6,0.0445,0.9266,0.1023,val
948,1,square,32,15,13,6,0.0523,0.7651,0.0845,val
949,1,square,32,18,22,11,0.0613,0.9105,0.338,val
950,1,square,32,10,20,11,0.0329,0.9616,0.357,val
951,1,square,32,18,20,10,0.0645,0.7748,0.2377,val
952,1,square,32,12,16,12,0.054,0.8806,0.389,val
953,1,square,32,20,11,14,0.0433,0.8377,0.5037,val
954,1,square,32,16,15,11,0.0497,0.8035,0.2983,val
955,1,square,32,17,19,6,0.0768,0.8668,0.0957,val
956,1,square,32,11,18,10,0.0445,0.7897,0.2423,val
957,1,square,32,12,12,11,0.0499,0.8008,0.2973,val
958,1,square,32,16,22,11,0.0352,0.9087,0.3373,val
959,1,square,32,17,20,13,0.039,0.9229,0.4785,val
960,1,square,32,16,10,9,0.0367,0.9053,0.225,val
961,1,square,32,19,19,8,0.0518,0.7604,0.1493,val
962,1,square,32,12,10,8,0.0579,0.9638,0.1892,val
963,1,square,32,12,18,12,0.059,0.812,0.3587,val
964,1,square,32,21,21,10,0.0396,0.7545,0.2315,val
965,1,square,32,13,17,13,0.0425,0.9773,0.5067,val
966,1,square,32,19,12,8,0.0541,0.9493,0.1864,val
967,1,square,32,18,14,8,0.0455,0.8996,0.1766,val
968,1,square,32,19,11,9,0.0485,0.8588,0.2134,val
969,1,square,32,12,11,6,0.041,0.8408,0.0929,val
970,1,square,32,16,12,7,0.0558,0.871,0.1309,val
971,1,square,32,19,19,6,0.0689,0.7926,0.0875,val
972,1,square,32,11,17,8,0.0589,0.9306,0.1827,val
973,1,square,32,18,10,12,0.0414,0.9665,0.427,val
974,1,square,32,18,16,9,0.0405,0.7604,0.189,val
975,1,square,32,17,22,12,0.0487,0.9752,0.4308,val
976,1,square,32,21,19,7,0.0393,0.9679,0.1455,val
977,1,square,32,14,17,9,0.0646,0.8521,0.2118,val
978,1,square,32,18,16,10,0.0535,0.8936,0.2742,val
979,1,square,32,21,21,6,0.0478,0.7954,0.0878,val
980,1,square,32,20,13,11,0.0456,0.7517,0.279,val
981,1,square,32,11,12,12,0.0476,0.8481,0.3747,val
982,1,square,32,16,19,11,0.0456,0.9552,0.3546,val
983,1,square,32,20,16,9,0.0438,0.8969,0.2229,val
984,1,square,32,15,18,14,0.035,0.8658,0.5206,val
985,1,square,32,14,19,11,0.0591,0.8661,0.3215,val
986,1,square,32,20,11,9,0.0515,0.7831,0.1946,val
987,1,square,32,21,12,7,0.04,0.8572,0.1289,val
988,1,square,32,18,19,6,0.0522,0.8312,0.0918,val
989,1,square,32,20,10,7,0.0599,0.7886,0.1186,val
990,1,square,32,11,11,10,0.055,0.8941,0.2743,val
991,1,square,32,11,19,6,0.0399,0.8032,0.0887,val
992,1,square,32,20,18,10,0.0463,0.8462,0.2596,val
993,1,square,32,19,10,8,0.0272,0.9208,0.1808,val
994,1,square,32,20,22,14,0.0432,0.7984,0.4801,val
995,1,square,32,10,22,14,0.0417,0.8186,0.4922,val
996,1,square,32,10,15,9,0.0428,0.7907,0.1965,val
997,1,square,32,12,11,10,0.0493,0.9072,0.2783,val
998,1,square,32,19,13,14,0.0517,0.8448,0.508,val
999,1,square,32,21,11,7,0.0408,0.7537,0.1133,val
1000,2,triangle,32,19,15,11,0.0347,0.8842,0.3282,train
1001,2,triangle,32,14,13,9,0.0451,0.9812,0.2438,train
1002,2,triangle,32,12,16,14,0.0402,0.7511,0.4517,train
1003,2,triangle,32,11,18,10,0.0529,0.7756,0.238,train
1004,2,triangle,32,14,18,10,0.0473,0.8732,0.2679,train
1005,2,triangle,32,16,19,13,0.0542,0.9166,0.4752,train
1006,2,triangle,32,17,20,13,0.0521,0.9807,0.5085,train
1007,2,triangle,32,10,17,7,0.0333,0.9652,0.1451,train
1008,2,triangle,32,13,20,9,0.0495,0.9393,0.2334,train
1009,2,triangle,32,16,15,14,0.0598,0.942,0.5664,train
1010,2,triangle,32,14,11,12,0.0349,0.8132,0.3593,train
1011,2,triangle,32,15,11,14,0.0465,0.9117,0.5482,train
1012,2,triangle,32,19,14,8,0.0603,0.8348,0.1639,train
1013,2,triangle,32,20,13,13,0.0452,0.9773,0.5067,train
1014,2,triangle,32,14,13,9,0.0494,0.8081,0.2008,train
1015,2,triangle,32,13,19,11,0.0427,0.7987,0.2965,train
1016,2,triangle,32,20,20,13,0.0526,0.9708,0.5033,train
1017,2,triangle,32,22,18,6,0.0539,0.8973,0.0991,train
1018,2,triangle,32,19,14,13,0.0556,0.8257,0.4281,train
1019,2,triangle,32,22,18,10,0.0421,0.7939,0.2436,train
1020,2,triangle,32,18,22,12,0.0367,0.7808,0.3449,train
1021,2,triangle,32,18,10,14,0.06,0.8648,0.52,train
1022,2,triangle,32,17,11,14,0.0386,0.9362,0.563,train
1023,2,triangle,32,21,10,6,0.0663,0.8604,0.095,train
1024,2,triangle,32,15,19,10,0.0455,0.7742,0.2375,train
1025,2,triangle,32,14,13,10,0.0413,0.7949,0.2439,train
1026,2,triangle,32,17,16,9,0.0364,0.8378,0.2082,train
1027,2,triangle,32,22,15,11,0.0525,0.8506,0.3158,train
1028,2,triangle,32,12,19,9,0.0549,0.7932,0.1971,train
1029,2,triangle,32,21,14,9,0.0436,0.9454,0.2349,train
1030,2,triangle,32,22,21,8,0.0315,0.7971,0.1565,train
1031,2,triangle,32,10,12,12,0.0433,0.8635,0.3815,train
1032,2,triangle,32,18,18,11,0.0171,0.9539,0.3541,train
1033,2,triangle,32,14,14,14,0.0501,0.9385,0.5643,train
1034,2,triangle,32,12,10,9,0.052,0.7738,0.1923,train
1035,2,triangle,32,17,20,7,0.0476,0.9453,0.1421,train
1036,2,triangle,32,18,18,10,0.0414,0.8366,0.2567,train
1037,2,triangle,32,16,11,11,0.0528,0.8326,0.3091,train
1038,2,triangle,32,19,20,14,0.0673,0.7977,0.4797,train
1039,2,triangle,32,22,14,11,0.031,0.7919,0.294,train
1040,2,triangle,32,17,11,12,0.0446,0.9359,0.4135,train
1041,2,triangle,32,17,20,8,0.0606,0.8973,0.1762,train
1042,2,triangle,32,16,20,12,0.0597,0.9729,0.4298,train
1043,2,triangle,32,11,11,8,0.0395,0.9537,0.1873,train
1044,2,triangle,32,21,14,12,0.0452,0.9067,0.4006,train
1045,2,triangle,32,17,22,11,0.0572,0.8151,0.3026,train
1046,2,triangle,32,12,12,6,0.0498,0.8581,0.0948,train
1047,2,triangle,32,13,20,10,0.0379,0.78,0.2393,train
1048,2,triangle,32,12,16,7,0.0645,0.7692,0.1156,train
1049,2,triangle,32,17,18,6,0.0443,0.7729,0.0854,train
1050,2,triangle,32,11,11,10,0.0599,0.9336,0.2864,train
1051,2,triangle,32,11,20,12,0.0517,0.8983,0.3969,train
1052,2,triangle,32,20,12,8,0.0473,0.8182,0.1607,train
1053,2,triangle,32,12,10,6,0.057,0.8764,0.0968,train
1054,2,triangle,32,17,17,14,0.0397,0.828,0.4979,train
1055,2,triangle,32,18,17,8,0.033,0.9744,0.1913,train
1056,2,triangle,32,19,17,12,0.0652,0.7925,0.3501,train
1057,2,triangle,32,20,18,10,0.0471,0.8756,0.2686,train
1058,2,triangle,32,11,17,10,0.0596,0.8045,0.2468,train
1059,2,triangle,32,14,12,10,0.0438,0.8378,0.257,train
1060,2,triangle,32,12,15,10,0.0621,0.932,0.2859,train
1061,2,triangle,32,10,21,13,0.0508,0.8626,0.4472,train
1062,2,triangle,32,16,22,10,0.0608,0.7522,0.2308,train
1063,2,triangle,32,22,10,14,0.0463,0.8933,0.5372,train
1064,2,triangle,32,16,13,8,0.0428,0.8845,0.1737,train
1065,2,triangle,32,20,16,12,0.0573,0.9216,0.4072,train
1066,2,triangle,32,18,22,10,0.0507,0.9001,0.2761,train
1067,2,triangle,32,21,18,10,0.054,0.8183,0.2511,train
1068,2,triangle,32,14,11,13,0.0333,0.7938,0.4116,train
1069,2,triangle,32,14,21,13,0.0602,0.8983,0.4658,train
1070,2,triangle,32,18,10,8,0.0508,0.7619,0.1496,train
1071,2,triangle,32,14,14,8,0.0518,0.9834,0.1931,train
1072,2,triangle,32,12,10,13,0.0465,0.8059,0.4178,train
1073,2,triangle,32,16,14,13,0.0343,0.8021,0.4159,train
1074,2,triangle,32,15,11,8,0.0612,0.9399,0.1845,train
1075,2,triangle,32,22,16,7,0.0499,0.7634,0.1148,train
1076,2,triangle,32,14,16,6,0.0439,0.965,0.1066,train
1077,2,triangle,32,22,21,9,0.0483,0.7793,0.1937,train
1078,2,triangle,32,10,13,13,0.0297,0.8093,0.4196,train
1079,2,triangle,32,11,18,9,0.068,0.9265,0.2302,train
1080,2,triangle,32,15,12,6,0.0351,0.8249,0.0911,train
1081,2,triangle,32,18,18,7,0.0526,0.9287,0.1396,train
1082,2,triangle,32,10,20,9,0.0497,0.7977,0.1982,train
1083,2,triangle,32,13,20,12,0.0643,0.9836,0.4345,train
1084,2,triangle,32,11,16,9,0.0473,0.8163,0.2029,train
1085,2,triangle,32,10,19,13,0.0554,0.7521,0.39,train
1086,2,triangle,32,13,12,13,0.0478,0.935,0.4848,train
1087,2,triangle,32,19,15,6,0.0446,0.7719,0.0853,train
1088,2,triangle,32,22,11,8,0.0634,0.9183,0.1803,train
1089,2,triangle,32,15,18,11,0.0553,0.8671,0.3219,train
1090,2,triangle,32,21,16,11,0.0537,0.7963,0.2956,train
1091,2,triangle,32,14,10,13,0.0399,0.9239,0.479,train
1092,2,triangle,32,17,13,8,0.0466,0.8803,0.1728,train
1093,2,triangle,32,15,21,13,0.0377,0.8805,0.4565,train
1094,2,triangle,32,18,12,7,0.047,0.9695,0.1457,train
1095,2,triangle,32,17,14,10,0.0686,0.8775,0.2692,train
1096,2,triangle,32,18,16,8,0.0394,0.9362,0.1838,train
1097,2,triangle,32,19,15,9,0.0472,0.9619,0.239,train
1098,2,triangle,32,16,13,14,0.0484,0.9821,0.5906,train
1099,2,triangle,32,22,18,8,0.0533,0.914,0.1795,train
1100,2,triangle,32,11,11,14,0.0433,0.9038,0.5435,train
1101,2,triangle,32,10,12,8,0.0442,0.9081,0.1783,train
1102,2,triangle,32,11,10,12,0.0547,0.8665,0.3828,train
1103,2,triangle,32,18,19,10,0.0452,0.9079,0.2785,train
1104,2,triangle,32,10,13,13,0.0567,0.9223,0.4782,train
1105,2,triangle,32,11,17,6,0.0521,0.9728,0.1074,train
1106,2,triangle,32,15,22,6,0.0394,0.9637,0.1064,train
1107,2,triangle,32,14,18,6,0.0626,0.9477,0.1047,train
1108,2,triangle,32,13,18,7,0.0481,0.7687,0.1156,train
1109,2,triangle,32,13,18,12,0.0311,0.7743,0.3421,train
1110,2,triangle,32,20,12,14,0.0545,0.8097,0.4869,train
1111,2,triangle,32,16,21,7,0.0613,0.9298,0.1398,train
1112,2,triangle,32,21,20,12,0.0513,0.9119,0.4029,train
1113,2,triangle,32,12,22,8,0.037,0.9619,0.1889,train
1114,2,triangle,32,18,19,13,0.0387,0.9078,0.4707,train
1115,2,triangle,32,15,18,11,0.0463,0.974,0.3616,train
1116,2,triangle,32,21,15,9,0.0558,0.902,0.2242,train
1117,2,triangle,32,13,16,14,0.0415,0.8852,0.5323,train
1118,2,triangle,32,17,16,6,0.0568,0.9808,0.1083,train
1119,2,triangle,32,14,19,6,0.0466,0.9243,0.1021,train
1120,2,triangle,32,14,13,9,0.0185,0.8224,0.2044,train
1121,2,triangle,32,10,22,10,0.0465,0.9554,0.2931,train
1122,2,triangle,32,19,12,7,0.0605,0.887,0.1333,train
1123,2,triangle,32,15,12,8,0.0442,0.7591,0.149,train
1124,2,triangle,32,14,22,10,0.048,0.81,0.2485,train
1125,2,triangle,32,16,19,9,0.0709,0.7721,0.1919,train
1126,2,triangle,32,12,17,7,0.0484,0.9403,0.1414,train
1127,2,triangle,32,14,10,12,0.034,0.8929,0.3945,train
1128,2,triangle,32,15,16,12,0.053,0.935,0.4131,train
1129,2,triangle,32,11,22,9,0.0516,0.9733,0.2419,train
1130,2,triangle,32,20,22,12,0.0497,0.9729,0.4298,train
1131,2,triangle,32,18,10,11,0.0305,0.763,0.2832,train
1132,2,triangle,32,13,12,6,0.0445,0.8706,0.0962,train
1133,2,triangle,32,16,17,14,0.0486,0.9117,0.5482,train
1134,2,triangle,32,12,12,11,0.059,0.9387,0.3485,train
1135,2,triangle,32,19,21,6,0.0557,0.7698,0.085,train
1136,2,triangle,32,16,22,8,0.0425,0.8456,0.166,train
1137,2,triangle,32,17,18,9,0.0477,0.9329,0.2318,train
1138,2,triangle,32,19,21,14,0.0355,0.7971,0.4793,train
1139,2,triangle,32,11,14,12,0.0511,0.8091,0.3574,train
1140,2,triangle,32,20,16,12,0.0399,0.7715,0.3408,train
1141,2,triangle,32,13,15,11,0.0703,0.8377,0.311,train
1142,2,triangle,32,15,19,13,0.0482,0.8232,0.4268,train
1143,2,triangle,32,17,10,9,0.0488,0.8996,0.2236,train
1144,2,triangle,32,11,11,6,0.053,0.9319,0.1029,train
1145,2,triangle,32,19,12,10,0.0592,0.8083,0.248,train
1146,2,triangle,32,17,17,6,0.0653,0.7767,0.0858,train
1147,2,triangle,32,21,18,9,0.0513,0.8297,0.2062,train
1148,2,triangle,32,17,19,8,0.0535,0.8121,0.1595,train
1149,2,triangle,32,20,10,12,0.0617,0.9168,0.405,train
1150,2,triangle,32,12,10,10,0.0372,0.7604,0.2333,train
1151,2,triangle,32,21,19,10,0.0426,0.7982,0.2449,train
1152,2,triangle,32,16,20,10,0.0638,0.752,0.2307,train
1153,2,triangle,32,20,15,7,0.0548,0.9091,0.1367,train
1154,2,triangle,32,13,16,14,0.07,0.9059,0.5447,train
1155,2,triangle,32,11,15,13,0.0524,0.9844,0.5104,train
1156,2,triangle,32,18,17,14,0.0582,0.7947,0.4779,train
1157,2,triangle,32,10,10,9,0.0409,0.9723,0.2416,train
1158,2,triangle,32,21,12,6,0.0575,0.8676,0.0958,train
1159,2,triangle,32,15,15,10,0.046,0.8332,0.2556,train
1160,2,triangle,32,22,10,10,0.0524,0.8703,0.267,train
1161,2,triangle,32,10,18,10,0.0776,0.9609,0.2948,train
1162,2,triangle,32,12,11,12,0.0514,0.8443,0.373,train
1163,2,triangle,32,20,19,9,0.059,0.875,0.2174,train
1164,2,triangle,32,14,19,11,0.0387,0.8524,0.3164,train
1165,2,triangle,32,12,13,8,0.0565,0.8578,0.1684,train
1166,2,triangle,32,12,14,14,0.0367,0.7986,0.4802,train
1167,2,triangle,32,16,22,8,0.0426,0.9683,0.1901,train
1168,2,triangle,32,11,18,14,0.0428,0.7879,0.4738,train
1169,2,triangle,32,11,12,11,0.0393,0.9777,0.3629,train
1170,2,triangle,32,15,16,12,0.053,0.7571,0.3345,train
1171,2,triangle,32,21,20,10,0.0453,0.8228,0.2524,train
1172,2,triangle,32,10,22,10,0.0537,0.7816,0.2398,train
1173,2,triangle,32,19,13,9,0.0553,0.8953,0.2225,train
1174,2,triangle,32,22,17,8,0.0503,0.7691,0.151,train
1175,2,triangle,32,19,17,11,0.0523,0.8706,0.3232,train
1176,2,triangle,32,12,13,9,0.054,0.8637,0.2146,train
1177,2,triangle,32,22,10,10,0.0591,0.7577,0.2325,train
1178,2,triangle,32,13,22,9,0.0568,0.9111,0.2264,train
1179,2,triangle,32,17,19,13,0.0478,0.7659,0.3971,train
1180,2,triangle,32,16,16,6,0.0424,0.963,0.1064,train
1181,2,triangle,32,16,21,11,0.0314,0.8959,0.3326,train
1182,2,triangle,32,18,18,6,0.0314,0.8873,0.098,train
1183,2,triangle,32,17,17,6,0.0646,0.875,0.0966,train
1184,2,triangle,32,21,10,14,0.0554,0.8791,0.5286,train
1185,2,triangle,32,22,20,6,0.0448,0.843,0.0931,train
1186,2,triangle,32,22,14,13,0.054,0.9623,0.4989,train
1187,2,triangle,32,14,19,6,0.06,0.79,0.0873,train
1188,2,triangle,32,20,17,7,0.042,0.8613,0.1295,train
1189,2,triangle,32,11,12,14,0.0299,0.9234,0.5553,train
1190,2,triangle,32,12,17,9,0.0568,0.8582,0.2133,train
1191,2,triangle,32,11,14,11,0.0578,0.9618,0.357,train
1192,2,triangle,32,21,21,7,0.0422,0.9412,0.1415,train
1193,2,triangle,32,21,17,11,0.0296,0.7719,0.2865,train
1194,2,triangle,32,18,19,8,0.0635,0.9244,0.1815,train
1195,2,triangle,32,16,10,8,0.058,0.8409,0.1651,train
1196,2,triangle,32,12,12,8,0.061,0.9083,0.1783,train
1197,2,triangle,32,21,10,12,0.0432,0.7929,0.3503,train
1198,2,triangle,32,14,20,8,0.0442,0.9806,0.1925,train
1199,2,triangle,32,12,13,6,0.0651,0.7782,0.0859,train
1200,2,triangle,32,17,18,6,0.0445,0.8601,0.095,train
1201,2,triangle,32,17,13,9,0.0447,0.8959,0.2226,train
1202,2,triangle,32,11,19,6,0.0404,0.8484,0.0937,train
1203,2,triangle,32,18,14,14,0.044,0.8087,0.4863,train
1204,2,triangle,32,10,20,11,0.0529,0.7944,0.2949,train
1205,2,triangle,32,10,20,10,0.0438,0.7588,0.2328,train
1206,2,triangle,32,12,12,10,0.0479,0.7761,0.2381,train
1207,2,triangle,32,21,21,14,0.0537,0.8967,0.5392,train
1208,2,triangle,32,10,11,10,0.0549,0.889,0.2727,train
1209,2,triangle,32,16,11,12,0.0599,0.8275,0.3656,train
1210,2,triangle,32,11,21,10,0.052,0.863,0.2648,train
1211,2,triangle,32,16,18,9,0.0469,0.829,0.206,train
1212,2,triangle,32,21,20,14,0.0454,0.7762,0.4667,train
1213,2,triangle,32,17,21,10,0.037,0.9869,0.3028,train
1214,2,triangle,32,19,19,11,0.0326,0.8123,0.3015,train
1215,2,triangle,32,19,19,13,0.0586,0.9725,0.5042,train
1216,2,triangle,32,12,19,9,0.036,0.8682,0.2158,train
1217,2,triangle,32,13,10,7,0.0483,0.9201,0.1383,train
1218,2,triangle,32,13,22,12,0.0639,0.7783,0.3438,train
1219,2,triangle,32,15,15,14,0.0521,0.8494,0.5108,train
1220,2,triangle,32,21,14,10,0.0524,0.9037,0.2773,train
1221,2,triangle,32,14,14,14,0.0435,0.9396,0.565,train
1222,2,triangle,32,15,15,12,0.0338,0.7773,0.3434,train
1223,2,triangle,32,19,10,8,0.0447,0.9239,0.1814,train
1224,2,triangle,32,17,17,6,0.0565,0.9713,0.1073,train
1225,2,triangle,32,17,12,13,0.0678,0.905,0.4692,train
1226,2,triangle,32,22,16,6,0.0597,0.8304,0.0917,train
1227,2,triangle,32,14,19,11,0.0422,0.9504,0.3528,train
1228,2,triangle,32,15,22,11,0.0482,0.8886,0.3299,train
1229,2,triangle,32,12,14,6,0.0493,0.7659,0.0846,train
1230,2,triangle,32,12,19,12,0.0448,0.8782,0.388,train
1231,2,triangle,32,11,22,10,0.0582,0.795,0.2439,train
1232,2,triangle,32,16,11,13,0.0476,0.7576,0.3928,train
1233,2,triangle,32,15,17,10,0.0417,0.9605,0.2947,train
1234,2,triangle,32,22,10,9,0.0518,0.7769,0.1931,train
1235,2,triangle,32,17,18,6,0.0583,0.9692,0.107,train
1236,2,triangle,32,15,17,14,0.0566,0.787,0.4732,train
1237,2,triangle,32,15,12,7,0.0293,0.8245,0.1239,train
1238,2,triangle,32,12,13,6,0.0603,0.9124,0.1008,train
1239,2,triangle,32,21,18,7,0.0288,0.8602,0.1293,train
1240,2,triangle,32,19,11,11,0.0732,0.9149,0.3396,train
1241,2,triangle,32,10,11,14,0.0506,0.8621,0.5184,train
1242,2,triangle,32,22,14,9,0.0517,0.7554,0.1877,train
1243,2,triangle,32,13,14,10,0.0335,0.827,0.2537,train
1244,2,triangle,32,14,12,8,0.0331,0.9111,0.1789,train
1245,2,triangle,32,10,19,14,0.0465,0.8157,0.4905,train
1246,2,triangle,32,15,14,8,0.0432,0.8341,0.1638,train
1247,2,triangle,32,22,14,9,0.0494,0.9764,0.2426,train
1248,2,triangle,32,18,17,6,0.0541,0.9641,0.1065,train
1249,2,triangle,32,17,20,6,0.0576,0.7812,0.0863,train
1250,2,triangle,32,12,21,13,0.0526,0.8524,0.442,train
1251,2,triangle,32,14,15,9,0.0521,0.8979,0.2231,train
1252,2,triangle,32,22,22,13,0.0466,0.878,0.4552,train
1253,2,triangle,32,11,22,13,0.0355,0.8863,0.4595,train
1254,2,triangle,32,22,17,13,0.0571,0.9047,0.4691,train
1255,2,triangle,32,13,12,10,0.0549,0.8056,0.2472,train
1256,2,triangle,32,20,15,11,0.0585,0.9179,0.3407,train
1257,2,triangle,32,10,11,13,0.0448,0.8588,0.4453,train
1258,2,triangle,32,14,22,11,0.0587,0.953,0.3538,train
1259,2,triangle,32,12,18,7,0.0574,0.8951,0.1346,train
1260,2,triangle,32,18,20,7,0.0369,0.7757,0.1166,train
1261,2,triangle,32,18,17,12,0.0588,0.9402,0.4154,train
1262,2,triangle,32,12,17,12,0.0438,0.8085,0.3572,train
1263,2,triangle,32,13,21,12,0.046,0.7659,0.3384,train
1264,2,triangle,32,18,21,9,0.0523,0.939,0.2333,train
1265,2,triangle,32,20,11,13,0.0396,0.7915,0.4104,train
1266,2,triangle,32,11,17,8,0.0601,0.8281,0.1626,train
1267,2,triangle,32,16,11,7,0.0589,0.8239,0.1239,train
1268,2,triangle,32,15,17,6,0.0447,0.9468,0.1046,train
1269,2,triangle,32,12,19,6,0.0376,0.7717,0.0852,train
1270,2,triangle,32,14,16,13,0.0507,0.8587,0.4452,train
1271,2,triangle,32,20,15,10,0.0353,0.797,0.2445,train
1272,2,triangle,32,16,21,11,0.03,0.8231,0.3056,train
1273,2,triangle,32,19,10,14,0.0406,0.9877,0.5939,train
1274,2,triangle,32,15,18,6,0.0457,0.8206,0.0906,train
1275,2,triangle,32,18,15,7,0.053,0.7502,0.1128,train
1276,2,triangle,32,21,19,12,0.0629,0.8065,0.3563,train
1277,2,triangle,32,21,16,12,0.0347,0.9001,0.3977,train
1278,2,triangle,32,17,12,9,0.0408,0.909,0.2259,train
1279,2,triangle,32,15,16,8,0.0585,0.8833,0.1734,train
1280,2,triangle,32,10,11,6,0.0451,0.7801,0.0862,train
1281,2,triangle,32,17,20,12,0.0697,0.7846,0.3466,train
1282,2,triangle,32,22,16,13,0.0553,0.7829,0.4059,train
1283,2,triangle,32,21,19,12,0.0492,0.9645,0.4261,train
1284,2,triangle,32,17,16,11,0.0421,0.8518,0.3162,train
1285,2,triangle,32,16,19,6,0.0423,0.8042,0.0888,train
1286,2,triangle,32,18,14,12,0.0329,0.8068,0.3564,train
1287,2,triangle,32,19,15,6,0.0409,0.9724,0.1074,train
1288,2,triangle,32,11,19,13,0.0628,0.9192,0.4766,train
1289,2,triangle,32,11,12,14,0.0482,0.9808,0.5898,train
1290,2,triangle,32,17,18,7,0.0785,0.9369,0.1408,train
1291,2,triangle,32,19,11,9,0.047,0.8756,0.2176,train
1292,2,triangle,32,11,20,14,0.0338,0.9805,0.5896,train
1293,2,triangle,32,14,19,6,0.0528,0.9415,0.104,train
1294,2,triangle,32,17,18,13,0.0602,0.7526,0.3902,train
1295,2,triangle,32,15,16,11,0.043,0.8878,0.3296,train
1296,2,triangle,32,10,21,10,0.0673,0.8194,0.2514,train
1297,2,triangle,32,19,14,6,0.0456,0.9245,0.1021,train
1298,2,triangle,32,20,14,6,0.041,0.8875,0.098,train
1299,2,triangle,32,11,12,14,0.0405,0.8188,0.4924,train
1300,2,triangle,32,19,14,10,0.0655,0.8105,0.2487,train
1301,2,triangle,32,10,21,7,0.0581,0.9559,0.1437,train
1302,2,triangle,32,20,17,11,0.0326,0.9274,0.3443,train
1303,2,triangle,32,14,22,9,0.0367,0.9439,0.2346,train
1304,2,triangle,32,15,11,8,0.0322,0.9569,0.1879,train
1305,2,triangle,32,12,17,12,0.0517,0.8929,0.3945,train
1306,2,triangle,32,20,12,9,0.0509,0.8556,0.2126,train
1307,2,triangle,32,15,10,10,0.0427,0.8887,0.2726,train
1308,2,triangle,32,16,17,10,0.0502,0.7902,0.2424,train
1309,2,triangle,32,22,18,9,0.045,0.8643,0.2148,train
1310,2,triangle,32,12,18,12,0.0386,0.8639,0.3817,train
1311,2,triangle,32,22,17,12,0.0607,0.7528,0.3326,train
1312,2,triangle,32,10,11,14,0.0389,0.9139,0.5495,train
